lm.x,lm.y
0.016789637868211704,-0.02743440462984707
0.017421255969796916,-0.027392823086391727
0.017478569283101115,-0.02678930841684442
0.01678632426082396,-0.02686645815187307
0.01706001293405636,-0.02690898484081159
0.016961522199010662,-0.027196826293748613
0.017296686731502163,-0.026796237797588624
0.017031226673396113,-0.026840033163437402
0.016818237627797522,-0.027274883445688323
0.01717845751875571,-0.027367872163545935
0.017509133303965276,-0.02690190929220162
0.01724673364349312,-0.027070484441785104
0.0175162696789925,-0.027077683595908533
0.016853448520506464,-0.0270867385787486
0.017170571729776558,-0.027042913831953203
0.01732618368645682,-0.027086721792662794
0.017171427350807553,-0.027065204921984828
0.017218149477539024,-0.0274569603622017
0.017202582565638985,-0.027075064156768462
0.017466803411532637,-0.02711720593855096
0.017011612870917223,-0.026914247160275875
0.016962477859435807,-0.026906602680299884
0.01697048799457452,-0.027016218527113913
0.016797836821374652,-0.027129211717329578
0.016919047852237027,-0.026758093753612346
0.0166998276563306,-0.027231060845971992
0.01679652730642247,-0.026994160204330195
0.0171805965904289,-0.026622628386444386
0.01727454424435735,-0.026638910142589456
0.017141791481836505,-0.02728131793655092
0.01688750408341338,-0.02721291508659008
0.017532446689495326,-0.02668348991568455
0.017021806110516027,-0.027479460294649448
0.01734446850392234,-0.02710688587530847
0.01682075726346969,-0.027527877306486294
0.017521905698722688,-0.02746339048404033
0.016846519264872004,-0.027227264317880452
0.016940612154558256,-0.02698587602738882
0.01675191217126593,-0.02710165402876806
0.017432893481517973,-0.026974205647351444
0.016766961069779034,-0.027105638089648144
0.017128455452650227,-0.027454622053670465
0.016744272633803525,-0.026718724167243406
0.017539199833501523,-0.027527817347821393
0.01740056243223377,-0.02740221978536345
0.017651462312834973,-0.02722879978962399
0.016720914836508012,-0.027375719478143486
0.016816886461616568,-0.02725533676225284
0.017572233824605082,-0.02694133931254736
0.017528843103795873,-0.02721266858153285
0.017137780001183937,-0.027529287429038877
0.016743647840071707,-0.027225763364444055
0.017423289361788177,-0.027543623926884166
0.017294070642483443,-0.02716649859981427
0.016828235156451796,-0.027264720250585052
0.016791590350772306,-0.02740778578458597
0.016829971217535347,-0.027259583354828722
0.01689257045984188,-0.0268350540612762
0.017076839167066097,-0.027373022132610537
0.017234304955676426,-0.026941446109391597
0.017124562073893995,-0.026673968504923613
0.017019020926839958,-0.026657680382331454
0.01761550514970965,-0.027361225798761532
0.017362826205190373,-0.027089029527220504
0.01693756169826671,-0.027132577409365453
0.016989643216111877,-0.027552966365300132
0.01752485647919989,-0.026752429658701723
0.017516382449082102,-0.02720322269505134
0.01755089070086956,-0.026726662086082997
0.017450404214785286,-0.026964316216173442
0.01764656065978808,-0.027083284734007347
0.017046504581516405,-0.02669204284020345
0.017199374967332162,-0.0265897367613164
0.017505410021973554,-0.027308128731740634
0.017040905647940023,-0.027221822854885266
0.017457561652282707,-0.0266098285351695
0.017112604122709242,-0.026825325500318024
0.017378048956708008,-0.02716263703998719
0.017210570848487997,-0.027378739292865748
0.01676586825184759,-0.027542453655306956
0.017523882823607357,-0.027413684044185434
0.017008115263339185,-0.026685432221596903
0.017083096543158857,-0.027546144794664232
0.017605362453611117,-0.02740211328663091
0.017493761438271728,-0.0269867589131108
0.01683887002457848,-0.027448192331040493
0.017594751211132936,-0.0275817968957677
0.016833745005007637,-0.026633104951659752
0.0173232046946154,-0.02715015829468296
0.016763769397716816,-0.027201830525153004
0.017014121159370788,-0.027375304698754058
0.017593548978228204,-0.02691786038430908
0.016756133124453503,-0.027134874780957347
0.017606692377370396,-0.02744665166105938
0.01711624296211681,-0.02696316497526554
0.017010656068735946,-0.027101523978927806
0.016886046280691496,-0.026882008860605745
0.01747375616032546,-0.026734244875923987
0.01755323304437169,-0.026860360940164522
0.01706480769544295,-0.02689375719577189
0.017487348339408394,-0.027288416846977893
